Category,Date_and_Time,Keywords,Article
Education & Career,"
September 22, 2018 14:20 IST
","
The number game
"," The world is divided over math — almost everyone is taught the subject in some form or the other. By the time people hit their teenage years, the battle lines are drawn — “I love math” or “I hate math”. Well, I love math though I fully empathise with those who don’t — what do a bunch of squiggly symbols mean for the real world, anyway? Can we talk English, please? Or Marathi? Or perhaps…. Swahili, instead? For those for whom math is play, though, the world looks promising.
There was a time when a love for the subject primarily led you to academics or areas such as engineering or accounting. But today, “purer” applications of mathematics have emerged, giving you the opportunity to play with math while engaging with industries and customers. Here are a few such avenues. 
1. Big data: There is stock analytics, sports analytics, market analytics, health analytics, consumer data analytics — data is everywhere and businesses love to let creative mathematicians uncovers patterns and stories. For example, the Square Kilometer Array project aggregates data from thousands of radio telescopes, unmanned rovers, probes and observatories to figure out how the galaxy was formed at the “cosmic dawn”. Music companies collate data from sources including downloads, social media buzz and sales of merchandise to make the top charts and plan music releases, concert locations and dates.
2. Software: Emerging areas such as virtual reality, game development and artificial intelligence challenge mathematicians to define space, logic and response options to capture complex decision-making situations and train software to make sense of them. AlphaZero, the latest computer program that won or drew all 100 games against winning chess programs, taught itself the game in just four hours! Speech recognition by Alexa or Siri follow complex algorithms to make sense of the many things a speaker could mean. Another example is algorithm based stock trading where the computer analyses stock markets across cities, countries and industries to intelligently respond to stock movements and make four to five times the return that highly experienced human traders can.
3. Animation: Do you love geometry? Animation software goes into the geometric depths of every facial expression and bouncing ponytail. Animation variables or ‘avars’ are used to define the position of each segment of the skeletal model for characters. Woody in “Toy Story” used 700 avars of which 100 were in the face alone. Rapunzel’s hair in “Tangled” required co-ordinating the three-dimensional movement of 173 strands of hair in every scene.
4. Financial modelling: This area goes beyond accounting to predict the behaviour of people and markets, and design win-win financial solutions.
5. Actuarial science: Scientistsanalyse the likelihood of future events, represent risk in numbers and design financial instruments to create win-win solutions — for instance, life insurance policies with premiums linked to health indicators and even body part insurance. 
“A math degree provides students with the perfect platform to secure some of the hottest jobs in town such as actuarial analysts and data scientists. These jobs deal with analysing and interpreting large volumes of data in a logical way. It is important that students view mastering of mathematical concepts as a way to solve real world problems and not just as a means to pass exams,” says Jose John, Director and Appointed Actuary, Max Life Insurance Co. Ltd.
6. Bioinformatics: This field involves the application of math and computer technology to gather, store, analyse and integrate biological and genetic information. One fascinating area is gene sequencing, which is a bit like putting together a jigsaw puzzle with or without the target picture in front of you. Computer programs help examine the risk of genetic disease in patients, the evolutionary history and relationships of organisms, and help with forensic identification of criminals using their unique DNA sequence.
Leading mathematics institutes in India
Chennai Mathematical Institute, Chennai
Indian Institute of Science, Bengaluru
IITs — Kanpur, Roorkee, Chennai
The Institute of Mathematical Sciences, Chennai 
Tata Institute of Fundamental Research, Mumbai
Indian Statistical Institute — Kolkata, Bengaluru, Chennai, New Delhi, Hyderabad, Mumbai
The writer is the author of The Ultimate Guide to 21st Century Careers. She leads Inomi, a career and college guidance firm.
"
Education & Career,"
September 22, 2018 14:14 IST
","
Driving innovation
"," Higher education is booming as governments across the world fuel their knowledge economies with skilled graduates. India is no exception. However, like many other countries, India has a shortage of places and a mismatch between graduate skills and what is needed to power economic growth and jobs creation. Foreign universities have a role to play in meeting these challenges, but they must help raise quality as well.
The way forward
The willingness of the Indian Government to open up opportunities for foreign universities would be a commendable step as it strives to increase the number of university places and drive up quality. But India also needs innovation in education. Indian youth needs people, places and ideas that drive innovation, such as practice-based teaching methods and unique ways of conducting classes. The creativity that comes from the students just needs the right push to help them achieve their goal.
 A robust registration of outcomes on a national platform will help in understanding the virtual success of all efforts. For example, British higher education is admired across the globe for its high academic standards and the autonomy of its universities — autonomy which India is only just starting to recognise as crucial to high standards of scholarship. Good regulation can raise quality and encourage innovation, while also creating opportunities for Indian students to study for British degrees in India.
Allowing foreign universities to develop expertise and exchange knowledge in academic collaborations can be a great mutual advantage for Indian students, which will certainly help expanding in-country provision and bringing in innovation, ideation and niche knowledge.
For example, Middlesex University London’s academic partnership with KM Music Conservatory in Chennai, founded by A. R. Rahman, enables students to experiment with fusions of Indian and Western music techniques. Students who complete their diploma at the Conservatory can progress to a full honours degree at Middlesex in London, but that should not be their only option. With KR Mangalam University, Middlesex is planning mutual recognition of degree programmes, joint degrees, mentoring, student and staff exchanges, internships and summer courses. 
Options
India should welcome discussing similar partnerships with other high quality institutions. While many Indian students want the incredible experience of studying and working in foreign countries, many others want a less expensive or more convenient option of achieving a prestigious, skills-based degree in India. Others will opt for a combination of local and overseas study.
Education is the key to economic and social progress, from high value-added industries to social justice and empowerment. While governments need to be vigilant of the practices that institutions are adopting, each institution must come up with a self assessment mechanism by unlocking the job market with the help of foreign universities. To develop and maintain the Indian education model, a working plan can metamorphose into an iconic programme that will last as a model to follow for years to come.
The writer is Vice-Chancellor, Middlesex University, London.
"
Education & Career,"
September 22, 2018 14:03 IST
","
Time on the Stellarium "," An internship at IITB in 2015 left a lasting impact on my mind. Naturally, another internship there, this summer, was like a dream come true.
This time, my partners — Saloni (DA-IICT, Gandhinagar), Ram Mohan (IIT-BHU), and Jai Deep (NIT, Durgapur) — and I were assigned to work on an MHRD sponsored project titled Development of an affordable Open Sky Planetarium. This involved an integration of hardware and software like controlling stepper motors using some keys on a GUI running on a computer. As this project involved a sound understanding of celestial coordinates, we had to spend a significant amount of time looking at the stars. Thanks to Stellarium (a planetarium software that shows exactly what you see when you look up at the stars), we could see the stars even in the day. Initially, jargon such as right ascension, declination, and so on, were difficult to digest, but IITB’s competitive environment kept our enthusiasm high and helped us learn faster.
Team work works
This project required mastering new tools such as Qt, KiCad, Linux, and so on. All the members contributed to the project; Saloni solved software bugs, Ram Mohan had a bucket full of solutions for current/voltage related issues, and Jai Deep designed a complete PCB using KiCad. Occasionally, I too was of some help, integrating Arduino board with the peripherals. This time too, I fell in love with my lab, which was inevitable, given the ambiance.
Time flew by and finally, the day came when we were supposed to present the project before a jury of eminent academicians. We prepared ourselves with multiple rehearsals, articulating our thoughts and Googling possible questions. During the presentation, we showcased an affordable system that was capable of locating celestial bodies, and a script that could locate a particular star. As we built and ran the script, it drew everyone’s attention.
The last day was memorable as I attended the valedictory speech of Prof. D.B. Phatak. The internship for this cohort concluded with certificate distribution, and I got one for mentoring my fellow interns. It was then that I realised that my participation had been accounted as a mentor in Ekalavya Summer Internship 2017. The transition from an intern to a mentor had undeniably been enthralling and challenging.
Sudhakar Kumar is from Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir, and interned at the Indian Institute of Technology, Bombay for one month and 20 days.
Courtesy: Internshala
"
Education & Career,"
September 22, 2018 14:01 IST
","
Stop, think & go
"," Most of us, if not all, can relate to the pressures a student faces in his/her academic years, especially towards his/her final year of study. Amidst having to work hard for one’s final exams, there is also the struggle of figuring out which field of work one ought to venture into. “In our mainstream education system, students are taught five to 10 subjects chosen by the school or parents from limited resources confined inside a classroom for 12-14 years,” says Aneeta Pathak, founder-director of Anveshan — an educational unit of Auroville, Puducherry. “There is no scope for students to understand themselves, learn what their values are, or learn things that they are really interested in. After 12 years of this, students are expected to choose a field that they will ideally work in, for the rest of their lives.” 
There are those who, for the longest time, will know exactly what they would like to do with their future, but there are also many who find it difficult to find their way.
Handling stress
We often hear stories of youngsters who harm themselves because of the stress they face, especially in academics. Therefore, it is important that students learn to understand themselves. This need cannot be met by the existing systems of schooling, university or healthcare alone. One way to help overcome this difficulty is by taking a gap year between studies to try and figure out a career path. 
A gap year is a period, typically during an academic year, taken by a student as a break between school and college education.
This is where Anveshan comes in. It is an experiential learning and unlearning centre which works with the objective of designing and implementing design sustainable experiential learning courses for self-development and leadership development among the children, youth and adults of the world based on their inner wisdom. One of their new programmes is Anubhava — a pan-India gap-year programme for young aspirants between the ages of 16 and 25. 
Goals
The aim is to help young adults identify their core interests and guide them onto a self-designed learning path. It enables participants to find their innate interests before seriously pursuing one that will define their happiness quotient. There are no prior educational degree or diploma requirements to join the programme — learners can design their own year, unlearn, learn and experience with organisations and mentors on board.
The effects of a gap year can vary from person to person depending on the experiences during their time off. “I took a gap year after graduating from college to get a better sense of which career suited me best and then choose a postgraduate course accordingly. I did several internships at media and publishing houses,” says Bhawna Singh an M.A. English student at Delhi University. “Doing so during the gap year helped me gain practical experience in the fields that interested me I was able to make a more informed decision regarding my future pursuits.”
Whereas, for Lakshmi Gunashekhar from Chennai, the events after her gap year turned out differently. “I took a gap year after my class XII, six years ago. I worked at interesting places and eventually started my own organisation.”
Benefits of the programme include:
“Though there is no time frame to take a gap year, we encourage students to take one when they are at a crossroad, especially after high school or graduation,” says Aneeta. She goes on to add, “Anubhava is a unique year-long programme. The first month is orientation, where participants will discover their passion and will be given tools for self-design learning programme and will develop their own gap year. We have 35 organisations and mentors from diverse fields who are part of this and participants can choose the organisations and mentors according to their passion.”
The world becomes their classroom. There is also a lot of scope for transdisciplinary studies. Some of the expected outcomes are that the students should have a better clarity on what interests him/her and have started learning or working in his/her interest area, have networked with other people in their field of interest, developed life skills, and so on.
The programme is set to launch in October 2018 and the admission for the year 2018-2019 is now open. Visit gapyearindia.auroville.org for more information.
"
Education & Career,"
September 22, 2018 13:10 IST
","
Do I really care?
"," Laughter and yells erupted at the table near ours at dinner in a restaurant. It didn’t seem to make the slightest difference to those diners that there were others in the same place trying to enjoy their evening out. 
In the life-plan of some people, no one else counts. 
Just once, observe how you become invisible in a corridor. A woman advancing from the opposite direction moves as if you do not exist. In other words she doesn’t have to recognise your presence and you therefore step aside to avoid collusion. What you realise after that split-second ‘encounter’ — if you can call it that — is that the other individual has not moved even ten centimeters to avoid crashing into you. Zero adjustment on the part of X and maximum on the part of Y (yourself).
Was it always so or is a rise in displays of poor manners and rudeness in public — be it a jumping a queue, callousness towards the elderly or grabbing a restaurant table — suddenly more marked? It is matched only by its close cousin in the scale of inhumanity: indifference. 
Root cause
 One is particularly astonished at the indifference to rules on our roads. A two-wheeler will drive so close to you that you can smell the driver or he will cut right in front of your car moving laterally to the other side of the road uncaring of the danger and inconvenience to you. If they get home safely it is only because drivers of cars struggle not to hit them. And if at all they meet your glance it is with eyes of stone: so cold and unfeeling are they as they break the rules and cause the person at the wheel great stress. In an unspoken understanding between two-wheel drivers, they will not frustrate one another only the rest of the public. Where does this indifference to the rest of the population come from? My guess is that it comes from deep-seated unexpressed anger and a need to feel superior in some way to the rest of the world and to make everybody else feel inferior; not to mention putting them at risk. For them the rest of the world on the same road might just as well not be there. That a city is filled with strangers is probably at the root of this situation. Politeness and courtesy are expensive in terms of time and the withdrawal of these marks of civility are therefore expressed in a form of indifference.
Another kind of indifference is not lack of feeling but a lack of imagination when it comes to recognising that another person is in distress. It does not occur to us that we ought to take notice. In the preface to his autobiography the rickshaw-driver-cum- writer Manoranjan Byapari wrote: “Here I am. I know I am not entirely unfamiliar to you. You’ve seen me a 100 times. Yet if you insist that you do not recognise me…take a look outside your window. You’ll see a bare-bodied goatherd running behind his cows and goats with a stick. You’ve seen this boy many times. That is me and my childhood.”
When will this boy be free?
Responsibility
 Two important events in our freedom struggle took place in September and both because people refused to be indifferent. The first was on September 25, 1916 when Annie Besant started another Home Rule League and the second was the Second Round Table conference on September 7.
Let us remember those who were not indifferent. They acted because they felt responsible for people they did not even know.
The author is Series Editor, Living in Harmony (Oxford University Press).
"
Education & Career,"
September 23, 2018 17:00 IST
","
Be the change "," University life is all about experiences. While you are busy studying and socialising, finding time for some voluntary work can definitely add value.
Volunteering helps in a number of ways. First and foremost, it is a great way to make a real contribution to a cause you feel strongly about. Look at the list of societies that are part of your university, and you’ll probably find all the big names already established there: Amnesty, Save the Children, Water Aid, Cancer Research, and the list goes on. Consider what you feel most strongly about — children, cancer, stroke, heart disease, animals, the environment, or something else. 
“I have always loved animals and when I got to know about the volunteering opportunities available at the Crocodile Bank in Chennai, I was ecstatic. From learning about these reptiles to talking about them at show and tell sessions, my experience was unmatched,” recalls Anjana Srimathi, who has passed out of Madras University recently and continues to volunteer during weekends.
Find your calling
Aniket Giri, a student of Kirori Mal College, Delhi University, chose to volunteer in a gender forum because it helped him escape his busy and noisy life. “It provided me with an opportunity to learn about society as well as myself, and the best part is that it gave me satisfaction,” says Aniket, who organises nukkad nataks, quizzes, debates and discussions on gender equality issues. 
Volunteering can also help you have amazing new experiences. The more involved you get, the greater the sense of satisfaction. From starting your own cause to holding a bucket outside a classroom to raise funds, from flaunting off your baking skills for a bake sale to emceeing a fashion show to helping build a well in a village... the list is endless. 
It’s not just about the fund raising; volunteering also means getting to meet people who share a similar passion. This is also a chance to learn a lot, because of the diverse set of people you’ll be working with — all bringing different perspectives, experiences and skills. Suman Kumari, a second year student at Lady Shri Ram College for Women, says, “I chose to volunteer with my college club which was under the National Service Scheme. We have organised workshops to help children with personal development, hygiene and so on. Though I volunteered only for a year, it was a great opportunity to meet like minded people.” 
Career catalyst
Volunteering also boosts your employment prospects. When you go for a job interview, having student volunteering work on your CV is always a bonus. No matter which industry you’re applying to, employers always like to see part of your wider personality, and what you really care about. This can also be an avenue for getting internships — and in turn jobs. 
Agrima Soni, a fourth-year student of BTech at BML Munjal University, says, “I believe that volunteering starts with a purpose and motive. Hence, when engagement meets opportunity, impact is created. I organise Zumba sessions and mind healing workshops for NGOs.”
Madhur Garg, Shubjam Goyal and Shruti Jain, also students of BML Munjal University, have volunteered at the Savera Club, a college club to help destitute children. “I have been teaching underprivileged students for the last one year. What began as a stint is now a passion. My week is incomplete until I spend time with the children. Some have even cracked competitive exams and secured admissions for higher education,” says an elated Shubham, a third year student. 
Rashi Verma and Monica Manoj of the class of 2018 at Manipal Academy of Higher Education, Dubai, went a step ahead and started The Ojas Project with the aim of empowering blue-collar workers in the UAE with free education. “We crafted a course plan, gathered a team of enthusiastic volunteers and kick-started the project with the support of our university. At the end of two months, we were overwhelmed to hear that our students felt more confident.” 
Online platforms
Today, our favourite excuse is that we have no time. Apps such as Donate My Time, which currently has 45 NGOs and 150 registered volunteers, help solve this problem. This app will help you get in touch with events organised by NGOs near where you live or work. Organisations such as CRY also offer a diverse range of volunteering opportunities. Through them, you can not only contribute towards the betterment of others, but also undergo a transformational journey for yourselves! 
With technology, volunteering has reached yet another level where you don’t have to be physically present to actually contribute. For instance, Helpers of Handicapped (HoH), a Kolhapur-based organisation, ensures that its 500 underprivileged students receive quality education by providing them with online access to teachers based in Kolkata. Platforms like these offer you an opportunity to volunteer by creating and managing their websites. 
Do you know that two hours of your time each week could “make a difference”, especially to the lives of underprivileged children? Make A Difference, or MAD as it is better known, began in Kochi in 2006, when 20 young college-goers decided to help empower underprivileged children by giving them quality education. 
Avenues 
Robin Hood Army
info@robinhoodarmy.com
Misaal Mumbai
+919920207155
Travel Volunteer — AIESEC
Rivaan Jadav, +919558879688, rivaan.jadav@aiesec.net
Animal Welfare — 
PETA India
022-40727382
Elderly — Helpage
011-41688955
CRY 
(Child Rights and You)
https://www.cry.org/volunteer-with-cry
MAD (Make a Difference)
http://makeadiff.in/blog/p://makeadiff.in/index.php or http://makeadiff.in/index.php 
Why should you volunteer?
So, what will your story be? 
With inputs from Aalia Ahamed 
"
Education & Career,"
September 23, 2018 17:00 IST
","
A sense of self "," In Harry Potter and the Chamber of Secrets, Dumbledore tells Harry, “It is our choices that show what we truly are, far more than our abilities.” As Potterheads well know, the venerable headmaster’s words often hold lessons not just for getting through the difficult years of school, but for life. At first glance, it’s the sort of thing that an elder tells a young person, and the sort of thing a young person tends to dismiss. But it’s also the sort of thing that needs to be unpacked, thought about, and internalised.
We tend to think of abilities as features of personality, either innate or acquired. We may describe them as talents, skills, or aptitudes, but in general we are talking about what we are good at or can do relatively easily and well. Some of us are good with language, or numbers, or art, music or sports, and while excellence in any of these areas demands practice and persistence, we come to think of these as part of who we are. Thinking of ourselves as having certain abilities can be a definite confidence booster, and there is something to be said for recognising — and doing — what we are good at.
Complicated
But the first part of Dumbledore’s statement complicates it all somewhat. If our abilities — the building blocks of our persona — don’t show who we are, then what does? Our sense of self draws from a complex set of features, some of which (depending on our beliefs) are taken to be hereditary and others a product of environment, opportunity and nurturing. I’m not going into the big question of how and why these “abilities” come to be, but let’s assume for the moment that we have them and are aware of them. So, then, how do our choices — and not abilities — determine who we are?
Looking at it this way moves us away from the deterministic, or fatalistic, approach that makes one say: “Oh, that’s the way I am, so I can’t help it.” Or: “I’m made this way, I can’t do any better/different.” Dumbledore would see this as a cop-out. Instead, we need to look at how we use those abilities at any given time. You may be an excellent communicator, gifted with the ability to move people with your words. You could choose a career that uses this ability to speak or write in a way that educates and clarifies the world for others. Or you could choose to work with words in a way that persuades in not so straightforward ways. Those who possess extraordinary physical strength can use it either to create or destroy — it’s the same muscles that are used in both cases, to different ends.
Implications
Choice doesn’t only have to do with abilities of this kind — the very possibility of choice also contains within it several directions in which one might go, each with a different set of implications. It’s worthwhile considering what different options mean — for yourself and for others (and, where pertinent, for the world in general). Our choices may be constrained by many external factors, but we need to get away from the idea that they are constrained by “the way we are”! If there’s one thing in the world we can change, it is, possibly, the way we are.
The author teaches at the University of Hyderabad and edits Teacher Plus. usha.bpgll@gmail.com
"
Education & Career,"
September 23, 2018 17:00 IST
","
Happier days ahead
"," The introduction of the ‘Happiness Curriculum’ by the Delhi government is a milestone decision for the overall development and welfare of children. This curriculum was launched on July 2, this year, for all government schools students from nursery up to class VIII, in order to improve the current circumstances of diminishing self-worth and increasing mental problems among students. 
Blue Orb Foundation is one of the five leading companies that contributed in the modulation of ‘The Happiness Curriculum’. “The tendency of the education system is such that no emphasis is given to students’ overall development,” says Madhuri Mehta, CEO of Blue Orb. “As a mother of a young boy, I realised how students have been overburdened with excelling in every subject and are suffering under a lot of new age ethical dilemmas. The need of the hour is quite evident. The introduction of the happiness curriculum is to ensure the mental as well as emotional well-being of a child.”
“This initiative should be launched in all schools in order to promote stress dealing and problem solving abilities. If companies like Google have initiatives to introduce mindfulness for their employees, then young students who are just learning to deal with their stressful atmosphere should be taught these skills, so that they can become self-aware citizens,” adds Madhuri.
New initiatives
 “The curriculum is definitely bringing about a change in the current situation of government schools. Students get to interact and express themselves,” says Naraina, a Sanskrit teacher from S.K.V. “The introduction of meditation and thoughtfulness has increased the concentration levels of students and they take more interest in the classes. These classes have created a shared space of referentiality among the students and teachers. So, now teachers can impart knowledge and values by using familiar examples. However, due to the number of academic classes being reduced because of the inclusion of this course, teachers are finding it difficult to complete their course in a limited time.” The curriculum follows a similar book for all the classes. She suggested that this curriculum should be further specialised, in accordance with students’ age and need.
Pratiksha Pathak, a member of the spoken English Project, GSBV Tirampur says, “For the first few minutes, the teachers would let children interact with each other. At times, some teachers would also take them out for a stroll and make them observe. Gradually, it should lead to development of focus and concentration because not only would they report what they saw but also what they heard.”
“The set of activities involved are aimed at enhancing or developing a particular skill. Moreover, no one is penalised for not completing an activity. There was zero pressure to complete something within a stipulated time. So, they could innovate and conduct sessions as per their convenience and ease of the class,” she adds. “It is a good initiative, if implemented well. Lack of training and exposure can be negative but gradually that should be improved upon.”
The effect
Chavvi Sharma, a student of Std. VIII studying in Government Girls Senior Secondary School, New Delhi, shares her views on the curriculum stating, “The need to feel happy about oneself is important in a pressurising education system such as ours. This curriculum teaches us to feel confident about ourselves and rewards us with appreciation and encouragement when we follow the right path.”
“I always used to feel stressed when I didn’t score well or understand lessons being taught. I was shy about talking about my problems with my teachers and parents, but with the introduction of the happiness curriculum, I feel more positive. I have started interacting with my teachers which helps me to solve my problems,” says Babita, another student of Delhi Government School. 
“Parents from my colony were happy to see their children building perseverance. Children were told to collect rice bags for the underprivileged as a part of the curriculum activity. Many doors were slammed, and failure was disheartening. Yet, the constant efforts of students were able to feed hundreds of mouths. Such lessons will guide them through their lives,” Madhuri says, shedding light on the changes that this curriculum is bringing about in society.
Madhuri concludes, “Everyone knows what is right, but to be able to accept and solve life problems is what the curriculum will aim at. By learning about happiness, our children will be able to lead a more fulfilling life. Blue Orb Foundation offers similar courses for private schools and has already collaborated with many schools in Delhi and NCR.”
"
Education & Career,"
September 23, 2018 17:00 IST
","
Erasing the margins
"," 



The MAEF schemes which include both grants-in-aid for construction of schools and scholarships to minority girls to pursue their education further, act as an impetus to empower these girls socially and economically. MAEF has provided 1,15,000 scholarships in 2017-18 alone and if this trend continues, it wouldn’t be long before literacy rate of minority girls’ population begins to alter substantially to a positive statistic.




When I first came across this scheme which has helped meritorious girls from minority communities since 2003-04, benefiting 3.89 lakh girls with about ₹392 crores in total, I wished I had known about it earlier so that my friends could have also benefited from it. This has always been the problem with the schemes — unawareness among prospective beneficiaries, mainly because of insufficient and inefficient advertisement.




 The extension of allowances which has increased to ₹10,000 and ₹12,000 for girls of classes IX-X, and XI-XII, is a commendable move. I hope that this scheme is advertised properly, especially in small towns and villages and girls who aspire to study can finally do so. Those who were denied education earlier and instead asked to help at home will for once be able to fulfill their dreams and see their dreams become a reality soon. 




Minority education should be promoted because it is a part of the fundamental rights — cultural and minority rights in Article 24 of the Indian Constitution. The government should take necessary measures to promote education with many such incentives. It goes with the spirit of deferential but equal treatment, to make sure that education be equally available for everyone irrespective of caste and creed.
"
Education & Career,"
September 29, 2018 15:15 IST
","
Keep at it
","‘Ek baar jo maine commitment kar di, fir main apne aap ki bhi nahi sunta’ and the theatre erupts into euphoric catcalls and revelry. This is undoubtedly one of the most resounding Salman Khan one-liners, vital to the runaway success of a Bollywood blockbuster. This is a favourite Bollywood quip of mine.
I was talking to a fitness enthusiast the other day who seemed to have taken to running daily lately, “I’ve signed up for a #3Kchallenge — to run 3K every day for a month as I realised I had stopped running regularly. There is no getting away now.”
Commitment
A client who worked with me on accountability and life goals, once shared that her minimum daily steps commitment is sacrosanct, “If nothing else, I now complete my step-goal walking inside my apartment however seemingly numbing it is.” As I know, she has undergone an unprecedented shift in fitness and well-being, committing to small yet discernible changes in her daily schedule.
This is real life, made of small, yet defining personal victories. Such stories don’t make it to a bestselling autobiography but every inspiring autobiography is indeed a recount of personal challenges and hard-won victories in the writer’s milieu. The common thread being that commitments made to the self succeed well above the promises made to appeal to others or our own unfavourable impulses.
So, this month, as I watched Nike’s latest Colin Kaepernick commercial, it stirred connections to many stories of individual challenges and wins. To me ‘Don’t try to be the fastest runner in your school or the fastest in the world! Be the fastest ever!’ is a big leap and a deeper, more insightful personalisation of the ‘Just Do It’ mantra. It operates at two levels — one, it urges us to consider resetting the bar to break through personal barriers and redefine goals; two, it speaks to the prowling hero in each of us.
The truth is, no one wants to be found out, no one wants to look bad at the end of the race and more insidiously, no one wants a confirmation of not being good enough. This exists as we focus outward, pitching the self in comparison with the other who is winning. It is endemic. I see many, a morning walker, break into a run when no one is watching, ‘Let me try but let no one else find out’ — is a basic urge. When that focus shifts inward the self-dialogue is kinder — ‘Let me find out how it feels! Let me do my best.’
Confidence-building
Getting around self-debilitating urges is achievable. I also believe that getting to that place of committing-the-self is a road made of many confidence and character building steps where we make promises to keep them. When you say you will arrive at 9.00 a.m., you arrive at 8.58 a.m. When you are tempted to commit to call back in two minutes, you stop! Instead promise to call in 10. To wake up at 6.00 a.m., set up the alarm for 6.00 a.m.; no snooze mode, you just wake up! These simple yet vital wins foster tenacity. 
To win we must examine commitment as our very character on the line. No wonder we have to be unrelenting. Going a step further, we will publicise a commitment and deny it the cushion of anonymity. Small, frequent victories will form the bedrock of success and higher goals. Of course sleep, convenience, comfort, anonymity are collateral damage on this road. As Nike says, ‘Believe in something, even if it means sacrificing everything’.
And then we will witness our confidence and character grow deep, ingrained roots.
The author is a freelance writer, blogger, and life coach. nivedita@lifealigncoaching.com
"
Education & Career,"
September 29, 2018 15:11 IST
","
Avoid a meltdown
","“Your friend Akash tells me that the man who came to your school yesterday spoke really well. He had some interesting things to say about...”
“Akash may have liked it. But most of us didn’t. The man used too many jargons.”
“Jargon. The word ‘jargon’ is mostly used...”
“I know what ‘jargon’ means. It refers to the special terms or expressions used in a profession or field. For example, LBW, forward short leg, leg slip, and so on, are jargons used in cricket.”
“That’s right! But what I wanted to say was ‘jargon’ is an uncountable noun. The plural is ‘jargon’ and not ‘jargons’. I don’t understand the jargon of law.”
“I don’t think anyone does. The speaker used too much jargon yesterday. How was the annual party, by the way? Did you have a good time?”
Eventful
“Most of us were having a good time till the Marketing Manager had a major meltdown.”
“A major meltdown? Does it mean he became rather emotional and started crying?”
“It could. The expression ‘meltdown’ is mostly used in informal contexts. When an individual has a ‘meltdown’, he becomes very upset about something.”
“Usually when people get upset, they shout at others.”
“That’s right! A meltdown suggests an emotional outburst of some kind. You could either shout at somebody or break down because...”
“In other words, the person is no longer in control of his emotions. He loses his self-control. Serena had a major meltdown during the recent US Open final.”
“She did, didn’t she? Here’s another example. Taking care of triplets can’t be easy. I’m sure Revathi has a meltdown every now and then.”
“Why don’t you ask her husband? When I was young, my father used to have a major meltdown whenever he saw my report card. Was it the same case with your father?”
“In my case, it was my mother who used to have the meltdown. My father, on the other hand, didn’t really care. He was pretty laid-back.”
Composed
“Laid-back? Does it mean a lazy person? Someone who doesn’t really care about anything?”
“That’s not what it means. A laid-back person is someone who doesn’t get upset about things very easily. He seems very calm and relaxed all the time.”
“In other words, someone who doesn’t let the pressure get to him. Nothing really worries him. My physics teacher has a laid-back approach to everything.”
“I enjoy being in the company of people who are laid-back. When you’re in their company, you begin to relax. The term can be used with things as well. For example, compared to Mumbai, Hyderabad is a very laid-back city.”
“Compared to Mumbai, any city in India would seem laid-back. Raju says that the company that he’s working for now is pretty laid-back. They don’t have a dress code or anything. The only thing they care about is meeting deadlines.”
“Isn’t your uncle coming to your place today?”
“That’s right. He said that he’d be arriving in our place around six in the evening.”
“Arriving ‘at’, not ‘in’. You normally use ‘arrive in’ when you have a city or country in mind. For example, the children arrived in Hyderabad last week.”
“The President will be arriving in Singapore this afternoon.”
“Otherwise, it’s usually ‘arrive at’. We arrived at the airport a little after one.”
“By the time we arrived at the bus stop, the bus had left.”
“That sounds like you. You’re always late for everything.”
************
Happiness is not a state to arrive at, but a manner of travelling. Margaret Lee Runbeck
The author teaches at the English and Foreign Languages University, Hyderabad. upendrankye@gmail.com
"
