Category,Date_and_Time,Keywords,Article
Others,"
May 02, 2014 01:02 IST
","
Curfew clamped in Srinagar
","Curfew was clamped in downtown Srinagar on Thursday following the >death of a youth in firing by Central Reserve Police Force (CRPF) personnel in the Nawakadal area on Wednesday.
Bashir Ahmad Bhat (24) was killed and three others injured when CRPF men, accompanying a polling party carrying electronic voting machines after the end of polling in Nawakadal, opened fire on an unruly crowd near Braripora Crossing.
Srinagar Deputy Commissioner Farooq Shah told The Hindu that a magisterial inquiry had been ordered.
Mr. Shah said apprehending a law and order problem, curfew has been clamped in areas falling under seven police stations. He said a few incidents of stone pelting were reported but there was no major violation of the curfew. Mr. Shah said the curfew would continue in areas under five police stations in the capital city interior on Friday.
Almost all separatists as well as political leaders, including National Conference supremo Farooq Abdullah, Chief Minister Omar Abdullah and Jammu and Kashmir Pradesh Congress Committee chief Saifuddin Soz have condemned the death of the youth in CRPF firing.
"
Others,"
May 06, 2014 00:04 IST
","
Know your trees: Baobab in Mumbai, Senegal lilac in Malleswaram
","A ready prop for string lights and suitable canopy for parking like any other avenue tree, the solitary Baobab on a busy Mulund (Mumbai) street has turned overnight into the subject of substantial curiosity and debate among participants of a citizen science project to document trees across the country. Titled ‘TreesIndia’, it is an effort to create awareness about neighbourhood trees and aggregate information on tree diversity in India.
After all, the Adansonia digitata (known also as the “upside-down tree” as its branches can resemble roots) belongs to the dry savannahs of sub-Saharan Africa, and while it is known in botanical gardens in India, the Baobab is not the commonest avenue tree here.
The campaign was launched on Earth Day, April 22, and is hosted by India Biodiversity Portal. Among 3500 entries received so far by the crowd sourcing campaign, Mulund’s Baobab, a Senegal lilac (or Lonchocarpus sericeus from West tropical Africa) in Malleswaram and other exotics were unexpected finds, says R. Prabhakar, who created the India Biodiversity Portal.
Nature enthusiast, Ravi Vaidyanathan, who uploaded photos and observations about the Baobab, says it grows near the Mulund railway station (East) and is more than 50 years old. He has seen the tree “grow from a small slender tree during my school days to the huge tree that it is now [with a] base diameter an easy 2.5 metres”.
Anvitha S. from Bangalore says she has seen five Senegal lilacs around 11th Cross Road, Malleswaram. Indeed the biggest contribution to the portal has come from the increasingly mowed-down Garden City. Of the around 680 tree species identified and mapped, 400 have come from Bangalore, said Mr. Prabhakar. The most commonly recorded species across the country were Peepul, Gulmohar, Mango and Jacaranda.
The campaign continues to receive observations that will be used to build an open-access information system for tree species and distribution in India, he added. The enthusiastic participation from citizens “has convinced us that crowd-sourcing is an effective way to aggregate biodiversity data from different locales,” the TreesIndia team says.
“We hope to create a page for every one of the 7500-odd species in India and have this information up in the public domain,” Mr. Prabhakar said.
The campaign was launched in association with ATREE, SeasonWatch, Nizhal (Chennai), Keystone Foundation (Kotagiri), Strand Life Sciences, Azim Premji University and others. To upload your observations visit http://treesindia.indiabiodiversity.org.
"
Others,"
May 02, 2014 00:50 IST
","
Were the bombs timed to explode in Andhra Pradesh?
",": Did those who planted the Improvised Explosive Devices (IEDs) on Bangalore-Guwahati Express train aim at carrying out the explosions in Andhra Pradesh where BJP prime ministerial candidate Narendra Modi was to address a series of election meetings?
The A.P. State Police are disinclined to believe so, though they do not rule out any such possibility. The train was supposed to reach Chennai at 5.40 a.m. and with railway officials stating it was running nearly 90 minutes behind schedule, the train would have reached closer to Gudur and not beyond going by the average speed of 55-60 kilometres per hour, said investigators.
Interestingly, Mr. Modi was addressing the first meeting at Madanapalle of Chittoor followed by Nellore, Guntur, Bhimavaram and Visakhapatnam. “Detonating the IEDs would have killed the passengers on board the train even if it had entered A.P. So the theory of the attackers specifically targeting A.P. doesn’t hold water,” opined intelligence officials.
They maintained that while Mr. Modi did face the threat to his life and central intelligence agencies have been sending alerts from time to time, most were general in nature with no specific alert was sounded so far with regard to his A.P. tour.
"
Others,"
May 02, 2014 12:06 IST
","
Birdwatchers throng backwaters of Tungabhadra dam
","Birdwatchers in and around Bellary district have been thronging the backwaters of the Tungabhadra dam at Hospet to catch a glimpse of Greater Flamingos (Phoenicopterus roseus) that have flocked in large numbers.
Greater Flamingos, with its majestic looks, are 1.5-metre tall, pinkish birds from the Rann of Kutch in Gujarat which migrate to the south in winter. They are known to congregate at Pulicat lake in Tamil Nadu in winter. They migrate to Gujarat in the summer to breed. On their way back, they spend some time in large reservoirs such as the Tungabhadra dam and Alamatti dam in Karnataka.
Samad Kottur, a bird watcher in Hospet and author of the book Birds of Hampi, is of the view that all the flamingos never stay the entire winter in the backwaters of the Tungabhadra reservoir. During their journey towards Pulicat, they stop wherever they find food and stay there for some days in November and December and continue their onward journey. On their return to Kutch, they spend some time in the Tungabhadra dam, Alamatti dam and other waterbodies in the vicinity. However, some non-breeding species stay till monsoon. As the water recedes, birds such as Greater Flamingos, feed upon the crustaceans, molluscs, algae, shrimps, worms, Blue Green Algae, seeds.
"
Others,"
May 02, 2014 00:36 IST
","
Construction of Rs.100 crore HKM temple begins today
","The Hare Krishna Movement (HKM), Hyderabad, an affiliate of the International Society for Krishna Consciousness (ISKCON) Bangalore, is set to begin construction of its ambitious Rs.100 crore temple complex and culture centre at Sri Lakshmi Narasimha Swamy Temple premises in Banjara Hills from Friday.
The HKM, which runs the ‘Bhojanamitra’ free food scheme in government hospitals and ‘Akshaya Patra’ for students in government schools, said they had received the mandatory permission from municipal authorities to take up construction of the temple and cultural centre.
“Friday is ‘Akshaya Tritiya’ and it will mark beginning of the construction of the temple dedicated to Lakshmi Narasimha in a 4.38-acre land allotted to us by the government,” said HKM Hyderaba-d’s head Gaura Chandra Dasa.
Other cultural attractions include the themed experience of ‘Narasimha Leela’, ‘Narasimha Kala Kshetra’ or an open air theatre and a ‘Vedic Samskara’ Hall.
The temple shot into limelight in 2012 when the then Labour Minister, Mr. Danam Nagender, and his followers locked the temple gate to prevent the holding of ‘Krishnashtami’ celebrations. Anticipating trouble, HKM officials said they had received police protection at the construction site after directions from the High Court.
"
Others,"
May 03, 2014 00:45 IST
","
Zoo to remain open on Monday
","The Nehru Zoological Park would be open for visitors on May 5, despite Monday being a weekly holiday, as the facility remained closed on April 30 due to elections, a press release said.
"
Others,"
May 04, 2014 13:36 IST
","
Life in Kashmir Valley returns to normal after three days of curfew
","Life in Kashmir Valley returned to normal on Sunday after three days of curfew and strike following the killing of a youth in alleged security forces’ firing in Nawa kadal area of the city.
Shops and business establishments opened in the city in Srinagar and other parts of the Valley, while transport services also resumed plying on all routes.
The weekly flea market in the heart of the city here was abuzz with the activity.
Authorities had imposed curfew in the interior areas of the city following the killing of the youth Bashir Ahmad Bhat on Wednesday when security forces allegedly opened fire to chase away stone-pelting protesters.
The protests erupted in Nawa Kadal area in interior of the city when security forces were being withdrawn after poll duty.
While separatist groups had called for a strike for only one day on Thursday, people all over the Valley observed a spontaneous shutdown for two days on Friday and Saturday.
"
Others,"
May 02, 2014 20:56 IST
","
Piping his own brand of music
","A contested history of flamenco music traces its roots to Indian shores. It says migrants from Rajasthan travelled across Central Asia, through the Middle East and finally settled in modern-day Spain over a thousand years ago, creating, along the way, a musical idiom that culled influences from its travels. The title track of flautist Rajeev Raja’s debut album Cosmic Chant brings this journey full circle. It opens with soft flamenco guitar work, builds strength with drums and bass, breaks into a full-fledged Carnatic vocal section and closes with a conversation between the tabla and flute. Flamenco now has an Indian home.
Stories of such sojourns are central to Cosmic Chant. Above all, it narrates the journey of frontman Rajeev Raja himself, from a harmonica-toting boy born to Malayali parents and brought up in Bangalore, to playing with early jazz-rock city bands, onto accompanying the best in Mumbai’s 90s music scene, to finally creating his own Indo-jazz outfit: the Rajeev Raja Combine. In Kochi for a concert at JTPac, Rajeev says it all began with a stroke of luck. He was once jamming with a college classmate who handed him a two-rupee bamboo flute and suggested he try his hand at it. “I was amazed that I could play it. It’s almost as if the flute found me,” he says.
From these beginnings, Rajeev worked the competition and festival circuits with college bands, winning several accolades until he moved to Mumbai to work at an ad agency. Within a year there, he was absorbed into an Indian fusion band named Surya, which had Shankar Mahadevan on vocals, Salim, of Salim-Sulaiman fame, on keyboards, Sridhar Parthasarathy on mridangam with Faisal Qureshi on tabla and Taufiq Qureshi on percussion. “I would sit there in awe, listening to these amazing musicians, barely believing that I was playing with them. Bombay changed my life,” he says.
While Rajeev’s foray into Indian classical music began here, as a flautist he was exploring far different worlds. Largely self-taught, except for two years under an Indian classical flautist, Rajeev says his wide musical tastes have educated him. He counts among his idols, rock music flautist Ian Anderson of Jethro Tull, jazz flautist Hubert Laws, Western classical flautist Jean-Pierre Rampal, and India’s own Hariprasad Chaurasia. All these streams blend into the sound that Rajeev says defines the Rajeev Raja Combine. “I’ve had this sound in my head for 30 years; it’s only now that I’ve begun to realise it with this band.”
Alongside his music, for 25 years, Rajeev maintained a flourishing career in advertising. “At every job, I would tell my interviewers that my music meant as much to me as work, that rehearsals and concerts would all be a part of my life, without compromising my career responsibilities.” Juggling the two also meant that the principles of one fed into the other, for teamwork, collaboration and building off team members’ ideas were as integral to music as to advertising. In 2012 though, Rajeev quit as national creative director of DDB Mudra and plunged full-time into music.
All of these myriad influences come together in Cosmic Chant. The Combine comprises Hitesh Dhutiya on guitars, JD on bass, Chandana Bala on Carnatic Vocals, Vaibhav Wavikar on drums and Vinayak Netke on tabla. “The sound we were seeking was not one that paid lip-service to fusion with disparate elements hanging loose, but one which created an organic whole of the sum of our influences, right from the compositional stage onward.” Through eight tracks, that range from the rock music genre (‘Grunge’) and ballads (‘Nightingale Song’), to funk-rock (‘Friday Night Funk’) and smooth jazz (‘Mulligan’s Mood’), all laced with Indian Carnatic vocals and tabla, Rajeev’s dream has been realised. The compositions span from his earliest ever, named ‘Peace’, now dedicated to his wife, to more recent collaborations with Hitesh. 'Mulligan’s Mood' for instance was written in 1982, while Rajeev studied for his college final exams and happened to listen to Jerry Mulligan on the saxophone, when this tune popped into his mind

Cosmic Chant was released last October and has since done well for itself on online platforms, earning the Combine several gigs across the country. In the meantime Rajeev is busy with BrandMusiq, a company he’s floated that specialises in sonic branding, which creates a consolidated sound for brands, replete with a ‘mogo’ (musical logo) that can be adapted for any medium from television to radio. “This keeps me in touch with the marketing space besides providing an income, for the music doesn’t pay, just yet.” But that doesn’t matter for Rajeev admits that his music will always be niche. “We’re committed to creating an indie sound that’s artistically meaningful, with a depth of musical experience. Bollywood will continue to get the crowds and the money; but we’re in this for the long haul.”
"
Others,"
May 03, 2014 11:08 IST
","
Idukki water level enthuses KSEB
","Though summer rain has not made any impact on the water level in the Idukki reservoir, the storage level is far better when compared to last year.
The Kerala State Electricity Board (KSEB) is hopeful of the summer season passing without much hassle.
As per the estimate on Friday, the storage level in the Idukki dam is 36.7 per cent, which is considered a good sign of the summer season passing without much trouble. It has been attributed to the decision taken by the government against releasing water during the end of the last monsoon season, when the level reached the brim.
An official of the KSEB (Generation) at Moolamattom told The Hindu on Friday that power generation varied considerably and remained at a high level.
Though the generation level during the past 24 hours till Friday morning was 5.34 million units (mu), on the previous day it was 11.9 mu. “The low production level was owing to low demand, it being a holiday,” the official said.
The Idukki reservoir is a hydroelectric project reserved for meeting the summer demand when the consumption goes up. The water level continued to decline with summer rain having little impact on the reservoir capacity.
However, it is after a long time that the water level is at a considerably better position during the peak month of May. The reservoir area received a rainfall of 4.2 mm during the past 24 hours.
There is variation in the generation level as the demand fluctuates during the peak consumption period of summer.
An official at the Dam Monitoring and Research Wing, Cheruthoni, said the water level on Friday was 2,333.5 ft. The early arrival of southwest monsoon last year had been a favourable factor. The delayed summer this season also helped in keeping the water level at a high in the reservoir. The generation level each day was decided considering the demand factor.
The Idukki reservoir meets nearly 45 per cent of the total power consumption in the State.
"
Others,"
May 03, 2014 11:07 IST
","
7 kg gold seized at Karipur
","The Directorate of Revenue Intelligence (DRI) seized 7 kg gold from three passengers who reached Karipur from Dubai on Thursday and Friday.
K. Mohammed Ali, 33, from Koduvally, who arrived on an Emirates flight EK 560 at 9 a.m. on Thursday, was caught with 4 kg gold hidden in his baggage. A court remanded him for two weeks.
Riyas Mohammed, 27, from Payyannur, who arrived on the same flight, was arrested with one kg gold.
Shoukath Ali, 37, from Eengapuzha, near Thamarassery, was arrested on Friday with 2 kg smuggled gold. He too arrived from Dubai on an Emirates flight.
"
Others,"
May 03, 2014 17:57 IST
","
Homing in on faith
","For a remote mountain hamlet of barely two dozen households in a predominantly Hindu and Christian region, Thinghejang in Manipur seems an unlikely setting for a synagogue resonating with Hebrew chants. Unlikelier still is the carnival spirit that sweeps nearby villages like Matiyang, a cluster of 150-odd residents, when hundreds of people converge to celebrate Israel’s Independence Day.
At play here is the curious lore of the Bnei Menashe, a community of around 9,000 people who trace their ancestry to the tribe of Manasseh, one of the 10 tribes of Israel lost to history over 2,700 years ago. What began a few decades ago as a search for their theistic moorings has since turned into a quest for a new national identity. “Israel is our home, our Promised Land,” gushes Leah, a student in Aizawl. “Residing in Israel is a must for every Jew,” says Khizkiyah Menashe, a law graduate from Lunglei. Those already there, such as Avishai Guite and Mirna Singsit, affirm that the greatest longing of their people back in India is to return to their ancestral land. For Shalem Gin, becoming the first Bnei Menashe officer in the Israeli defence force in 2011 marked the fruition of a childhood dream to serve as an Israeli combat soldier.
At Tel Aviv’s Ben Gurion Airport, every touchdown of the Bnei Menashe waving Israeli flags is imbued with emotion. Around 2,000 Bnei Menashe have already migrated to Israel. Those eagerly awaiting their turn erupted in tears and jubilation recently after the Israeli government passed a resolution paving the way for another 899 to return to Israel.
The Hebrew nation, claim the Bnei Menashe, was their home until their ancestors fled eastwards to escape the Assyrian conquest of the Northern Kingdom circa 722 BCE. Pushed further out by the marauding armies of Alexander the Great, they ended up in China nearly five centuries later. When their faith was persecuted there, nearly two generations were forced to seek refuge in lonesome caves, earning the name Shinlung (cave-dwellers). After the Chinese found them, they fled south to Indochina, before migrating to their present-day habitats some 600 years ago.
All along, the community held on to the oral history, songs and traditions handed down by their ancestors. Yet it wasn’t until they were introduced to the Bible in the 19th century by Welsh evangelists seeking to convert them to Christianity that the Bnei Menashe identified Manmasi or Menasia, a legendary ancestor of theirs, as the Biblical Manasseh, the son of Joseph.
“My grandfather was full of anecdotes about community elders uncovering the parallels between our customs and those of pre-rabbinical Judaism,” says David Yambem. “It must have been quite a revelation for the missionaries that our community would celebrate a springtime festival by singing songs about crossing a sea although we lived nowhere near one and by eating unleavened bread although our staple is rice.” The missionaries are said to have acknowledged the community’s Israelite origins when they saw them observing Sabbath and the laws of Kosher, circumcising new-born boys on the eighth day, and invoking Mount Sinai, Mount Moriah and Mount Zion in sacrificial ceremonies performed on altars reminiscent of the ancient Jewish Temple.
The community’s belief in a Jewish identity was reinforced in the early 1950s when Mei Chalah, a revered Pentecostal minister from Buallawn in Mizoram, dreamt that his people belonged to Zion. “Uptil the generation of my grandparents, the community yearned for Zion, but thought that was in heaven,” says Binyamin Haokip. “That changed after we learnt about the state of Israel.”
Realising the dream to migrate to Israel has not been easy. In 1955, a few Bnei Menashe set out on foot to Israel, but were turned back by Indian authorities. In the 1980s, after having started living according to halacha (Jewish laws), they reached out to organisations in Israel to make their case for aliyah (return of the Jewish diaspora to Israel) in fulfilment of a Mitzvah (a Jewish commandment) that calls upon all Jews to come home to Zion. “We couldn’t study for conversion in India for want of a Rabbi, so some of us decided to travel to Israel in the 1990s on tourist visas,” says Haokip.
In 2005, one of Israel’s chief rabbis recognised the Bnei Menashe as the lost children of Israel and made them eligible for aliyah. However, for that to materialise, Israel’s law required them to first convert to Judaism. “That was far from easy in India where proselytisation is a touchy issue,” says Yambem. Matters came to a head later that year, when an Israeli rabbinical court’s visit to India for mass conversion triggered a diplomatic row between the two countries. “The Bnei Menashe now undergo the process of returning to the Jewish people only after they arrive in Israel,” says Michael Freund, chairman of Shavei Israel, a Jerusalem-based organisation that helps descendants of lost Jewish tribes return to their roots. Interestingly, it was a Bnei Menashe plea for help with aliyah that inspired Freund to form Shavei Israel a decade ago.
In the complex mosaic of faiths and ethnicities that is the north-east of India, one’s religious identity is often a matter of social adjustment and assertion. “We were always acutely aware that we were different from the others around us,” says Leah. “Be it observing Saturday as a weekly day of rest and worship, or adhering to the strictures of Kosher food, pursuing a Jewish way of life is not without its difficulties here,” adds Liyon Fanai, a Mizo Bnei Menashe leader based in Zarkawt, Aizawl.
Nonetheless, it is possible today for the Bnei Menashe to announce their religious identity by wearing kipots (skullcaps), tzitzit (ritual fringes) and tassels on their person or writing “I am the son of Manasseh” in Hebrew or Latin on their houses without turning heads or raising eyebrows. “It is a testimony to India’s greatness that unlike most Jewish communities in the diaspora, the Bnei Menashe do not suffer from any hostility or discrimination,” says Freund.
In October 2012, the Israeli government revoked its predecessor’s suspension of the aliyah programme. Yet, opinion on the Bnei Menashe claim continues to be divided within Israel. “There are no scientifical proofs of Israelite affiliation, but narratives that are spun and sometimes take hold. This is true of the Bnei Menashe, as others,” says Dr. Shalva Weil, anthropologist at Hebrew University of Jerusalem. “There are neither Biblical nor rabbinical tractates on their existence. Historical myths are authentic for the people who believe in them and become realities for those who listen.”
Many in Israel also fear that allowing migration on the basis of historic legends may snowball into a serious immigration challenge. They feel that the Bnei Menashe might be using Israel as a way out of economic hardship in India. Israel’s former interior minister Avraham Poraz once called the Bnei Menashe “peasants seeking to escape poverty”. “That is incorrect,” counters Jeremiah Hnamte, who runs a successful bamboo business in Aizawl. “Most of us are educated and make a decent living in India”. A case in point is Azriel Hmar, a government employee, and his wife Mayian, a teacher, who are willing to give up their comfortable lives in Aizawl to be in Israel. “It is not as though we are going to heaven,” says a Bnei Menashe youth. “We will still have to work hard, perhaps even harder than in India. We may not be as well off as the Israelis, but it is unfair to label us economic migrants.”
“I know the community well,” says Zaithanchhungi (Zaii), Aizawl-based researcher and author of the book Israel-Mizo Identity. “Their decision to migrate to Israel is indeed driven by faith.” Fanai avers, “People can think or say what they like, but India is our second home and will always be a part of us.” That was evident when the Bnei Menashe performed Mizoram’s Cheraw folk dance during India’s Independence Day celebrations in 2013 in Herzliya, Israel.
Many like Poraz and social scientist Lev Grinberg even view conversions as a right-wing game-plan to boost Jewish majority in disputed territories, an issue brought back into sharp focus by Israel’s recent approval to build nearly 1,200 apartments there. “In Israel,” writes journalist-activist Mike Marqusee in If I Am Not For Myself: Journey of an Anti-Zionist Jew, “champions of the Bnei Menashe openly describe their immigration as part of the solution to the ‘demographic problem,’ that is, the numerical preponderance of non-Jews in Palestine.”
Freund dismisses that view. “The Bnei Menashe immigrants to Israel are spread out across the country, from north to south. Israel, like India, is a free country and the Bnei Menashe are free to choose where they wish to live. Those who criticise their immigration do so largely out of ignorance tinged with a whiff of racism.”
The quirks and demands of starting all over again in a new land are no deterrents for the Bnei Menashe. For Menashe Lhundgim, Gidonmung Khongsai and Hila Singson, migrating to Israel has been an experience in contradiction. While the tranquillity of their life in Manipur and Mizoram did little to assuage their inner turmoil, they claim to be at more peace even amid the occasional blasts of Qassam rockets and Grad-type Katyushas in their neighbourhoods in Sderot and Kiryat Arba, even as they go about their lives in the eye of the Israel-Palestine conflict.
To many in Israel, the suggestion of a racial kinship with the Bnei Menashe seems far-fetched: the balance is often tipped more towards the differences in their Semitic and Mongoloid traits than the quiet similarities in their ritual observances. “We were often told we didn’t look Jewish and we didn’t quite understand what it meant to ‘look’ like one,” says Amos. “We felt like outsiders in India because of our looks. In Israel, we get mistaken for Filipinos and Chinese,” laughs Yitzhak.
“Like any immigrant community, the Bnei Menashe who come to Israel must learn to adjust to a new mentality, a new language and a different way of doing things,” says Freund. “Being an immigrant is never easy and it does not matter if you originate in India, the U.S. or elsewhere. But the Bnei Menashe absorption in Israel has been successful.”
As it turns out, Thinghejang and Matiyang are as much about the Bnei Menashe’s long wait at the intersection of faith and history, as about the beginning of a journey that seems no less exhilarating than the destination.

(Some names changed on request)

"
Others,"
May 03, 2014 18:58 IST
","
Arrest warrants in ‘Ram Leela’ case yet to reach Mumbai police
","Arrest warrants issued by a local court in Muzaffarpur on Friday against the cast and crew of the movie ""
>Goliyon Ki Raasleela Ram Leela"" are yet to reach the Mumbai police for execution, senior police officials said.
The arrest warrants were issued against director-producer Sanjay Leela Bhansali, actors Ranveer Singh, Deepika Padukone, Priyanka Chopra, producer Kishore Lulla, and the musicians and lyricists of the movie.
SP Singh, the Chief Judicial Magistrate of Muzaffarpur, had directed the Mumbai police to produce them in court on June 4, following their failure to turn up in court after summons were issued in February. 
The complaint was lodged by advocate Sudhir Kumar Ojha last November alleging a few scenes in the movie hurt the religious sentiments of the Hindus.
Till Friday evening, there was no reaction from the film fraternity following the breaking of the news, including those named in the complaint. Social media, however, has been abuzz with reactions ranging from sympathy, surprise to suspicion.
"
Others,"
May 02, 2014 21:33 IST
","
Thousands throng Simhachalam
","Traditional fervour and gaiety marked the annual ‘Chandanotsavam’ of Lord Varaha Lakshmi Nrusimha Swamy, the presiding deity of Simhachalam, here on Friday.
Thousands of devotees converged on the hill to have darshan of the Lord in His original form, which can be seen only once in a year.
Hereditary trustee of the temple Poosapati Anand Gajapathi Raju and his family members were the first to offer prayers in accordance with the age-old tradition at the temple.
Principal Secretary (Endowments) Venkateswara Rao submitted ‘pattu vastrams’ to the Lord on behalf of the State government. TTD priest ‘Dollar’ Seshadri presented ‘pattu vastrams’ on behalf of the TTD.
RTC operated special buses for the convenience of devotees.
“The arrangements were excellent. It took around 45 minutes for me in the queue. Though our car was stopped at the foothill as I did not have a car pass, I have no complaint as free buses were available every few minutes to go up the hill,” said G.V.S.N. Srinivas, a medical practitioner from the U.S., who came home on a holiday to the city.
“I came out in less than half-an-hour,” said neurologist S. Gopi of KGH, who had darshan at around 11.45 a.m.
Endowments Commissioner Mukteswara Rao, District Collector Solomon Arokia Raj, Police Commissioner B. Shivadhar Reddy, Superintendent of Police (Visakhapatnam Rural) Vikram Jeet Duggal, DRO M. Venkateswara Rao, Divisional Railway Manager Anil Kumar, and Senior DCM M. Yelvender Yadav were among those who had darshan of the Lord.
"
Others,"
May 03, 2014 13:24 IST
","
Rohtang Pass reopens after five months
","The snowbound Rohtang Pass, gateway to the adventure tourism destination of Lahaul Valley in Himachal Pradesh, reopened for traffic after remaining closed for five months, an official said on Saturday.
The pass, located at 3,978 metres in the Pir Panjal mountain range, was closed for traffic since November due to heavy snowfall.
“State-run buses between Manali and Keylong towns started plying from today (Saturday),” Lahaul-Spiti Deputy Commissioner B.S. Thakur told IANS.
The idyllic Lahaul Valley attracts a number of backpackers, especially foreigners.
"
Others,"
May 02, 2014 16:13 IST
","
Friends for life
","Life is full of uncertainties and it is only friends and the camaraderie which makes it possible to cope with it. Madhuri Iyer’s first printed fiction, Manhattan Mango, is the story of three Indians — Neel, Shrikant and Shankar — and their bonding. Hailing from different parts of India, their friendship begins in Mumbai and continues in Manhattan, New York, where they add new friends to their circle.
As a child, the author was fond of narrating stories to her younger sister but admits that she used to reveal the end only when the ardent listener forked out chocolates. Later, she continued to write short stories though none were published. On completion of graduation in applied arts from Sophia Polytech, Mumbai, she started working as a visualiser in an advertisement agency and later became a copywriter. She has 25 years of experience in the field. “Honestly I could not have written this novel had I not got my basics right having trained as a copywriter,” she says during a telephonic conversation from Mumbai, adding, “It helped me to stick to the word limit.”
Having stayed in Manhattan for more than two years, she found the place fascinating as it was multicultural and multiracial and that inspired her to locate the novel in that city. Fond of Mumbai too, Iyer says she found similarities between the two places — both are hives of commercial and financial activities, cosmopolitan and imbibed with fast-paced life — though Manhattan attracts people from all the corners of the world. The protagonists in the novel share almost similar cultural and family background with the majority of them hailing from upper middleclass strata — all familiar to Madhuri — yet none of the characters resemble her friends or relatives.
According to Madhuri, Indians in New York have a mixed selection of friends and do not tend to restrict their circle to fellow countrymen. Can the place be termed a melting pot? “No, though the English-speaking Indians hailing from big metros tend to have friends transcending races, they still maintain their identity,” she says. “They are open-minded, accepting as well as contributing to the cultural space.” This, according to her, is the essence of the Manhattan experience which adds a whole new layer to their being.
The novel which was completed in less than a year — having started it in 2012 — underlies the value of friendship in a turbulent life. With more conflicts and problems, the characters tend to gravitate towards the known comfort zone — buddies. “Honestly, young people seek the opinion of their friends and peers more than parents,” reflects Madhuri. This is more so due to the absence of family.
Another pertinent point highlighted in the story is the desire of the youngsters to be intimate with their family circle but demanding a hands-off approach when it concerns their personal lives.
Fond of painting oil on canvas, Madhuri has already finished the draft of her new novel The Strongman's Daughter and is working on two Bollywood screenplays. She also plans to write a lifestyle cook book.
"
Others,"
May 04, 2014 15:32 IST
","
Little things in life
","It has become a routine to wake up, get ready for the day, go to work or class, come back home, eat and sleep. People have become robots. There is not enough leisure time. In fact, there is no time even for family and friends. We hardly acknowledge the presence of a child or parent at home. We simply want to lie down and rest.
Once in a blue moon, during a family function or inevitable occasion, we remember people. The meeting usually goes, “How long has it been?”, “Do you remember that time when…” We plan to get together every weekend after remembering the fun we’ve had in the past, of the “fun and happy memories” and “those were the days, man”. But we forget that we have gotten used to lives that are mostly about work, stress and exertion; that all we want during the weekend is to rest and recharge for next week.
By this I don’t mean that we should drop everything and live without any responsibilities. All I’m saying is that we shouldn’t miss the little things in life. Leave your work behind at the office and spend time with your child, talking about his/her day. Try talking to your parents about your day. Make it a point to go out with your friends occasionally, if not every weekend. What is the point of working so hard if you don’t have any memories to enjoy later in life?

The writer is a II year BASLP student at Sri Ramachandra University.

"
Others,"
May 03, 2014 11:23 IST
","
Vigil stepped up in The Nilgiris
","With this hill station swarming with tourists from various parts of the country and abroad, vigil has been stepped up, particularly at tourist spots like the Government Botanical Garden (GBG), the Ooty Lake and Doddabetta Peak.
Following the bomb blast at Madras Central on Thursday, metal detectors have been installed at the GBG, which is teeming with tourists. Apart from police in uniforms, personnel in plain clothes are mingling with the crowd. Police sources told The Hindu here on Friday that vehicle checks, especially along the district border, have been intensified. Members of the Railway Protection Force have been instructed to go through the trains on the Nilgiri Mountain Railway line with a fine comb. Police officers and men from the plains have been brought here to assist the local police in managing traffic.
"
